ID,overall
21069B00BFK2B24,3.3047478104088004
3506B00ZK0Y7R2,3.232198643071355
21907B0002AQPA2,3.6204920684058624
14092B0002DHXX2,4.559098397841144
3085B0006VB3SQ,4.444249674383766
17769B001WX2GAG,4.29749547936171
2108B001PIJJE4,4.990877342636419
1073B0002H3ZLM,4.013131329942749
7295B000W5QSYA,5.0
16740B003SE31CO,4.068643543989706
3984B008ESY894,4.576058455889643
11529B006MUQYI4,4.357782458224445
17092B0002DHZSU,4.194046225649901
19394B000Z3IQ3U,3.1137772872528062
3292B000W5QSYA,4.628405478375569
9576B005R46A6W,4.534895792734789
3893B003ARUKTG,3.130671582806024
455B0002DGL26,4.169713065324288
9012B00KNWVPFO,4.40947963155127
7784B001TY5D6C,4.745629627504719
21669B00ZGPI3OY,4.629082904724213
10972B000EBMW9W,4.855874689750229
9584B003GS22GS,4.058973416384086
16082B01B9MR2UI,4.013008224890204
13045B0002AR19Q,4.127171171712339
21257B0002ASNAM,3.6170944033070422
670B001X9FGO2,4.257975734458438
6033B00X591HZ0,4.165572776010268
14791B007RBB4XW,4.538194590449509
10132B017UAJ57G,3.9472264883827384
19644B001G0NKTQ,4.691613308163176
11783B000W5QSYA,4.9878424449671765
20172B00HRQAL2C,4.245011430764654
22036B000IHOKGU,4.748124099869493
3673B0032G6VUW,4.2523263552198305
19825B00FPKNRF0,4.76869369409324
19294B004RSVTJM,4.661577121938182
17844B00LZUCIL8,4.96965686494221
13681B00EHN2E6Y,4.702494183588662
17915B0009YWKU0,3.2139642581477004
3832B001P3NU4E,4.1719378258270154
6740B002VS6PYE,4.520187361486682
6570B0017J8NDY,4.980457437470915
22098B00P7RAVSW,4.257656265307392
22072B00006HI46,4.590634770291505
5263B00BD3UN8C,3.8380890668218743
9958B00KC684SM,4.630540285399272
691B00063434K,4.95431752043587
1859B005CQARAA,4.3625713992552075
4940B000FJ7RAC,3.9804185025253473
21084B000F6PVXU,2.0530627327398783
1457B00B4UR08K,4.257212639011276
18525B000YADYXG,3.0865565841354163
21448B0012NV9NQ,4.970565211680989
15140B00ROZAL1C,4.473048735752379
9650B003R0LM2U,4.416144101163477
18219B007D17A52,4.6173999445217895
11495B014N08G8K,3.958706134669644
12135B000084F1Z,4.870424371916626
4288B000JZOQO2,4.074728363109467
18740B000QFRY76,4.19454767627691
19926B006ZTTSOE,3.718895267975002
1523B000ALY0OQ,4.746166296017844
9148B00OIAGTRQ,4.314946052286687
20848B00106TAEU,3.5425960987714555
7658B0057LAH6E,3.691211808936277
14513B013TKJ0T4,4.4079547655615
4088B002VS6PYE,4.491453889734747
9878B0032G70FW,4.734835299760068
22016B004QM0OFE,4.241074328287023
13894B0032G6VUW,4.409831706169335
