ID,overall
21069B00BFK2B24,3.0820883307384075
3506B00ZK0Y7R2,3.446541817126572
21907B0002AQPA2,3.542712731757574
14092B0002DHXX2,4.182598982011424
3085B0006VB3SQ,3.9372512404591067
17769B001WX2GAG,4.561988023774544
2108B001PIJJE4,4.953870459099582
1073B0002H3ZLM,4.160701144608991
7295B000W5QSYA,5.0
16740B003SE31CO,3.9466732965711633
3984B008ESY894,4.545391616628989
11529B006MUQYI4,4.283581400960343
17092B0002DHZSU,3.9953835943110168
19394B000Z3IQ3U,3.10472486990314
3292B000W5QSYA,4.5117296969256016
9576B005R46A6W,4.438207523646542
3893B003ARUKTG,2.911550843094053
455B0002DGL26,4.046595196084981
9012B00KNWVPFO,4.186391632713948
7784B001TY5D6C,4.201609638540048
21669B00ZGPI3OY,4.101246315672985
10972B000EBMW9W,4.938470469138946
9584B003GS22GS,4.295200670136114
16082B01B9MR2UI,4.053056534573283
13045B0002AR19Q,4.15055957918901
21257B0002ASNAM,3.7369734034031588
670B001X9FGO2,4.207898124646904
6033B00X591HZ0,3.5919776214394514
14791B007RBB4XW,4.489093644163129
10132B017UAJ57G,4.325433691632475
19644B001G0NKTQ,4.437029038471618
11783B000W5QSYA,4.966077513835543
20172B00HRQAL2C,4.466911749443091
22036B000IHOKGU,4.871599202910318
3673B0032G6VUW,4.260602122206323
19825B00FPKNRF0,5.0
19294B004RSVTJM,4.957765965795941
17844B00LZUCIL8,4.433969767960318
13681B00EHN2E6Y,4.680458937678727
17915B0009YWKU0,3.6620340641625626
3832B001P3NU4E,3.6952849567394965
6740B002VS6PYE,4.814764180076974
6570B0017J8NDY,4.970385439909375
22098B00P7RAVSW,4.312073513169759
22072B00006HI46,4.642993311337224
5263B00BD3UN8C,3.721043988867481
9958B00KC684SM,4.667882336946705
691B00063434K,4.542841905923407
1859B005CQARAA,4.334298231639645
4940B000FJ7RAC,3.9933485856338162
21084B000F6PVXU,2.093709988663001
1457B00B4UR08K,4.611271623399917
18525B000YADYXG,3.1013093186479557
21448B0012NV9NQ,4.997694545780302
15140B00ROZAL1C,4.514352099294655
9650B003R0LM2U,4.400673311691491
18219B007D17A52,4.330231988954434
11495B014N08G8K,3.6072266626649547
12135B000084F1Z,4.581802411667097
4288B000JZOQO2,4.117398007693556
18740B000QFRY76,4.063684425392924
19926B006ZTTSOE,3.858608930353791
1523B000ALY0OQ,4.828732925192923
9148B00OIAGTRQ,4.29454673236216
20848B00106TAEU,3.6759339052739035
7658B0057LAH6E,3.825966156254492
14513B013TKJ0T4,4.2696939188597
4088B002VS6PYE,4.587234599512836
9878B0032G70FW,4.5310933702526075
22016B004QM0OFE,4.436286884146282
13894B0032G6VUW,4.207938499010923
17039B00ZUC8B2M,4.343451161181848
3245B002X2NBNQ,4.223149412133444
20973B000HBAJ4Y,4.725596560956189
4919B0012NV9NQ,3.0476643862770763
8398B003SE31CO,4.582432069918291
5681B0002DHNWS,4.817661921825622
6975B0009YD8OC,4.942403390140541
16951B00006IX59,5.0
12196B004E2H486,4.843971371795396
20804B0002X8HB4,4.655979404988447
18070B004RVOOAA,4.716206444082956
4725B0177ON508,4.215609735566123
3234B00P5P8V0Q,4.83763095768229
21706B000QOIX4U,4.842205950355464
14500B00176EP66,5.0
18248B0002BSMDE,4.899775062973172
6525B0002DGJS2,4.225361242481484
13731B0032G70FW,4.0053736949385135
15483B005AIPRJG,4.674531740806985
840B00TTDEU7S,3.435858550891223
5794B001J0C3OQ,4.4432041137218565
8438B00176GKM8,5.0
8099B00A755SKA,3.673868382678122
2798B0114BNXQ6,4.380627776312886
1495B0030V9HV4,4.53716029452012
4415B001TL3DQW,4.570790529464331
14885B013OASU6S,4.2150887865766515
1929B0002I0LL8,4.652363550494534
10280B000MCZV28,4.565037463760079
10259B00JR99EHA,4.680141479970975
20932B003SE31CO,3.830069787737578
6764B000084F1Z,4.214727735898706
18238B000Y8UNF0,1.1464853696024426
9688B000N30PFY,4.991763345556723
15401B0002DHNWS,4.697457152885909
20106B003ZNXCE0,4.00978186218837
14538B00O6A9PKQ,4.840484712887942
6214B0052YFPWM,4.208229433017167
4771B000FPJ6QO,4.846080154615578
15203B00KQGRIKI,4.254365689653315
18793B00HRQAL2C,4.7846606318271085
13467B00BJLS55G,5.0
5043B0016W9NRM,5.0
14420B000NHWMGU,4.562359190752597
9349B003TU0XG4,4.457658774520384
600B00ENL0JJO,5.0
16736B001B58L0O,3.050556574271638
10992B000VJHCCY,3.116845592823836
8000B0002DHXX2,4.506020774177908
14253B005F9HEYQ,4.910462771611307
14046B001CQRZWC,4.776391779126775
17217B001P3PR5O,4.193131521120145
11548B000NWJEDO,3.052484656559549
19764B001AT9B8M,3.4991831690655095
16458B008Y527PE,4.573897535026823
17640B000WFKTWM,4.956713037316904
11737B000FJ7RAC,4.243600771948696
2387B00025640S,4.535484301298059
7049B00E5DEB5I,3.8774492303555212
8075B0010B6IFY,4.934489073753721
21705B0002HYB7O,3.8655987944982053
14265B00HSJFOFC,4.656607649269456
7702B000X98CN0,4.8947248844734235
21156B000084EEF,3.7619449491628707
19253B000255NAK,4.058040780527707
11101B0007A0AQW,4.587736867403705
11459B000M5SHUS,4.812301784420543
2793B000I82DTU,5.0
458B00025K0R6,4.888800217947863
10938B005B3LB2C,4.776711560411974
18707B00134FQZQ,2.219349543317456
3715B00N99WN90,4.964206205318227
18823B004V9S6RK,4.543587685624692
13562B000QJ9EU2,4.4672104564658905
17540B002R8SLUY,4.471156526192141
7405B01B9MR2UI,4.21735082747596
14299B000F4AVPA,4.486801590828323
10752B0002ZS20I,4.18145924482031
3922B00IASA0R2,4.047775867366011
11231B00XEVJAR6,4.553372576508537
13426B0040V20X0,3.783127596693614
15162B0002I0RNK,3.073513206468549
14808B0009YHU6Y,4.531840334181007
18333B000GDTRAU,3.814933427079807
453B0015AM778,4.632585556796677
6264B00J84153K,4.836656364469625
18744B000FRQIR2,4.979811034419256
17152B000X2QGAI,3.0388600989083354
7055B000VJHCCY,4.963030797911783
18147B0002DHV16,4.548174168938658
7649B000E8OW3Y,4.194151694750458
8326B00C7OTE0O,4.266873444866256
8528B00ROZAL0I,4.2862600794372
20118B000W5QSYA,4.962214459483734
6946B00A755TQS,4.147352807716773
6924B0009ZBKG4,3.9520273833077266
8307B00U6ELII8,4.0587323445033565
3234B0002565TI,4.824849871001534
10407B002A2JZAC,3.3932112136735553
19806B00CZXQ31K,3.9837031218984644
11854B0002IJQDC,4.149074358291129
3017B0009YUI86,4.558122727403926
10535B0002IJQDC,3.933994437592686
17340B002RT8Z86,4.571341102688909
3518B0002DHOJA,3.974584146096178
7000B000255NIC,5.0
7564B00153RC9I,4.980407052541294
3706B002UCWLNK,4.076685137966767
5517B00XEVJAR6,4.812822259216298
5569B0002DHXX2,4.151504845403738
1293B000H3VAQ8,3.929904626759789
5873B016MY21XG,4.463363094664113
7260B001F2GDJ4,4.848626029842316
19077B000HGB8W6,4.6375516528902185
9464B000NHWMGU,4.450734059616199
9984B0011XHGQ6,4.6699321542004935
3164B0002DHXX2,4.720511580559916
1076B0002J1FNK,3.9180972405371763
327B000UTFFLA,4.687506898521821
13036B00U9AJB24,3.278403659196158
19888B005OPQCDU,4.780219928191528
17887B001B41TOK,4.288567928017349
18645B003ALG5PK,4.154994643384179
21578B0002AS1CC,5.0
13909B00B511UXE,3.887491441828432
182B005U7ONFG,4.47663179585452
4495B0018N1DRW,5.0
9802B0002566WO,4.184360150408752
1495B000Z3IQ0S,4.833325419300762
3403B0002I0O5G,4.2000841095202075
21975B0002C7FFE,4.701131907472755
6110B00251GJ5W,4.709653425336425
10321B00BD3UN8C,4.498126572825577
5238B00CPDWT2M,3.853006507501876
17364B000255MZG,4.611339311180124
12627B0012KH0IC,4.663917773943921
7979B00XTOK5OU,4.919593560499888
15091B000JCWAWA,4.471784697928366
21903B004QBL9IQ,4.270720746906959
5061B00134MXF2,4.843201126591331
14705B0011MRVIU,4.9851581912212035
10536B000VJHCCY,4.9763636006927685
20177B0013ES5WC,3.525916550170864
14582B004RVOOAA,4.709485579437279
804B00T7R7HLC,4.80748045922012
9663B001ABK832,4.3503258946959145
20919B008NXFXQ2,4.505635783931896
4058B000084F1Z,4.978635217141348
6075B00ZK1IBN2,4.784487874164151
3828B000VTRI32,4.790306158288416
7208B00XWQ7RHI,4.755602584250267
5725B008W8IUV8,4.386183130288884
17142B0024E4RNG,4.855551443947011
22129B0017JAPMQ,2.9886150379797667
15595B001CQZ1KU,4.276960880269883
2967B00QT4I274,5.0
17395B000255NAK,4.26315310657318
1967B0002ARWTA,4.187424555780416
3818B000W5QSYA,5.0
