ID,overall
21069B00BFK2B24,3.025597673587183
3506B00ZK0Y7R2,3.525116944119674
21907B0002AQPA2,3.455058815885227
14092B0002DHXX2,4.737167793768498
3085B0006VB3SQ,4.587781788120511
17769B001WX2GAG,4.013061813949377
2108B001PIJJE4,4.967162812218884
1073B0002H3ZLM,4.021911236557055
7295B000W5QSYA,4.990431479289222
16740B003SE31CO,3.774326033371872
3984B008ESY894,4.479502831438866
11529B006MUQYI4,4.76006556396197
17092B0002DHZSU,3.921717152952174
19394B000Z3IQ3U,3.1321312253200926
3292B000W5QSYA,4.607115453918026
9576B005R46A6W,4.656636905779484
3893B003ARUKTG,3.177666134412984
455B0002DGL26,4.236431685882904
9012B00KNWVPFO,4.763248571647761
7784B001TY5D6C,4.429221168976127
21669B00ZGPI3OY,4.369797073318631
10972B000EBMW9W,4.88998161101503
9584B003GS22GS,3.974366059443848
16082B01B9MR2UI,4.091687701836376
13045B0002AR19Q,4.495941100814276
21257B0002ASNAM,4.1601878892222555
670B001X9FGO2,4.00515576297394
6033B00X591HZ0,4.531194402672264
14791B007RBB4XW,4.441186794197776
10132B017UAJ57G,4.3079340348837345
19644B001G0NKTQ,4.456543244387386
11783B000W5QSYA,5.0
20172B00HRQAL2C,4.11339624081421
22036B000IHOKGU,4.831602516369254
3673B0032G6VUW,4.75250284015414
19825B00FPKNRF0,4.553018150492932
19294B004RSVTJM,4.8060657769122175
17844B00LZUCIL8,4.206023051137912
13681B00EHN2E6Y,4.776126664742209
17915B0009YWKU0,3.502440842894764
3832B001P3NU4E,4.210261830334622
6740B002VS6PYE,4.9086596297939495
6570B0017J8NDY,4.975060646930929
22098B00P7RAVSW,4.432902805140569
22072B00006HI46,4.641316901800398
5263B00BD3UN8C,3.5588040088409496
9958B00KC684SM,4.383676856226502
691B00063434K,4.725720653483187
1859B005CQARAA,4.338089883082761
4940B000FJ7RAC,4.005536522800307
21084B000F6PVXU,2.0898715732891127
1457B00B4UR08K,4.685631987308504
18525B000YADYXG,3.095839981828146
21448B0012NV9NQ,4.978164500273742
15140B00ROZAL1C,4.541763592426978
9650B003R0LM2U,4.892771369833661
18219B007D17A52,4.75591085391576
11495B014N08G8K,3.971533202754969
12135B000084F1Z,4.109559019253152
4288B000JZOQO2,4.134789759113336
18740B000QFRY76,4.406319352403968
19926B006ZTTSOE,3.5463814894099306
1523B000ALY0OQ,4.948890236947659
9148B00OIAGTRQ,4.430788034962274
20848B00106TAEU,3.483601221287351
7658B0057LAH6E,3.8005942521204643
14513B013TKJ0T4,4.597135886701028
4088B002VS6PYE,4.646251931489785
9878B0032G70FW,4.461139133673321
22016B004QM0OFE,4.3335876072822925
13894B0032G6VUW,4.235885820924306
17039B00ZUC8B2M,4.612950193217063
3245B002X2NBNQ,5.0
20973B000HBAJ4Y,4.562843426475114
4919B0012NV9NQ,3.024485245660598
8398B003SE31CO,4.1732190924663435
5681B0002DHNWS,4.703045038378847
6975B0009YD8OC,4.951806651571946
16951B00006IX59,5.0
12196B004E2H486,4.75235700601319
20804B0002X8HB4,3.492024611984503
18070B004RVOOAA,4.8521927116565475
4725B0177ON508,4.397527195613196
3234B00P5P8V0Q,4.775757821404397
21706B000QOIX4U,4.41112493451596
14500B00176EP66,4.983959688885365
18248B0002BSMDE,4.460488228461403
6525B0002DGJS2,4.3169802959429155
13731B0032G70FW,3.68984612557032
15483B005AIPRJG,4.640363886182057
840B00TTDEU7S,4.255882961198966
5794B001J0C3OQ,4.446274988122719
8438B00176GKM8,4.861445928708567
8099B00A755SKA,4.241752102653284
2798B0114BNXQ6,3.973421631661634
1495B0030V9HV4,4.730876461176414
4415B001TL3DQW,4.229423271690377
14885B013OASU6S,4.807198126589599
1929B0002I0LL8,4.717270996039491
10280B000MCZV28,4.656053255745091
10259B00JR99EHA,4.542886600158886
20932B003SE31CO,4.33126841230168
6764B000084F1Z,4.674743593093905
18238B000Y8UNF0,1.1528908439844887
9688B000N30PFY,4.990268912418457
15401B0002DHNWS,4.699492778000767
20106B003ZNXCE0,4.12744585699255
14538B00O6A9PKQ,4.935432694176121
6214B0052YFPWM,4.3896843928950675
4771B000FPJ6QO,4.948461627840535
15203B00KQGRIKI,3.8697320029953524
18793B00HRQAL2C,4.664936117825241
13467B00BJLS55G,5.0
5043B0016W9NRM,4.988940159706352
14420B000NHWMGU,4.269162210975849
9349B003TU0XG4,4.374041847931012
600B00ENL0JJO,4.779907924713221
16736B001B58L0O,3.274806302039886
10992B000VJHCCY,3.124087554330726
8000B0002DHXX2,3.7071273970323104
14253B005F9HEYQ,4.901501383680484
14046B001CQRZWC,4.742193786331537
17217B001P3PR5O,4.940743716816605
11548B000NWJEDO,3.0559926654823615
19764B001AT9B8M,2.967999261596506
16458B008Y527PE,4.723241084425389
17640B000WFKTWM,4.955239502834384
11737B000FJ7RAC,3.7070542853634
2387B00025640S,4.663849211047369
7049B00E5DEB5I,3.863070783170936
8075B0010B6IFY,4.984316108566737
21705B0002HYB7O,3.855001946250648
14265B00HSJFOFC,4.506527958642288
7702B000X98CN0,4.91871635798778
21156B000084EEF,4.295660868460111
19253B000255NAK,4.060558948650865
11101B0007A0AQW,4.44769954842184
11459B000M5SHUS,4.62405947913133
2793B000I82DTU,5.0
458B00025K0R6,4.864727074170174
10938B005B3LB2C,4.9050507411000135
18707B00134FQZQ,2.2006971193382823
3715B00N99WN90,4.98184362466119
18823B004V9S6RK,4.338952825009817
13562B000QJ9EU2,4.160203672928694
17540B002R8SLUY,4.294695279113283
7405B01B9MR2UI,4.166013525050269
14299B000F4AVPA,4.28033586135918
