ID,overall
21069B00BFK2B24,2.769159552992829
3506B00ZK0Y7R2,3.723385686645485
21907B0002AQPA2,3.419796989596609
14092B0002DHXX2,4.3999160895836384
3085B0006VB3SQ,4.329538144824173
17769B001WX2GAG,4.053093567354668
2108B001PIJJE4,5.0
1073B0002H3ZLM,4.080789450951968
7295B000W5QSYA,5.0
16740B003SE31CO,3.935576528479345
3984B008ESY894,4.592326821458116
11529B006MUQYI4,4.624524555889807
17092B0002DHZSU,3.9944350862802223
19394B000Z3IQ3U,3.1372096398632543
3292B000W5QSYA,4.441743575022958
9576B005R46A6W,4.6702727038607925
3893B003ARUKTG,3.885062139106993
455B0002DGL26,4.129508840957399
9012B00KNWVPFO,4.663694434909218
7784B001TY5D6C,4.228441258722979
21669B00ZGPI3OY,4.307779591845279
10972B000EBMW9W,5.0
9584B003GS22GS,4.219771712700244
16082B01B9MR2UI,4.09786269294608
13045B0002AR19Q,4.278967713671786
21257B0002ASNAM,4.439117387842827
670B001X9FGO2,3.8379305722990953
6033B00X591HZ0,4.104679241625063
14791B007RBB4XW,4.31571835241628
10132B017UAJ57G,3.8504004001025725
19644B001G0NKTQ,4.903015087813116
11783B000W5QSYA,4.950395921128004
20172B00HRQAL2C,3.796426033987617
22036B000IHOKGU,4.7684884198530115
3673B0032G6VUW,4.913009906494892
19825B00FPKNRF0,4.597051733653577
19294B004RSVTJM,4.663551822932595
17844B00LZUCIL8,4.330027732032177
13681B00EHN2E6Y,4.891355060568159
17915B0009YWKU0,3.8040575103736036
3832B001P3NU4E,4.040545121127552
6740B002VS6PYE,4.511879891223717
6570B0017J8NDY,4.905805708059442
22098B00P7RAVSW,4.5205369811889335
22072B00006HI46,4.568251779611753
5263B00BD3UN8C,3.285161711559492
9958B00KC684SM,4.794175459661269
691B00063434K,4.904374758055877
1859B005CQARAA,4.38664872454506
4940B000FJ7RAC,3.9640164542722918
21084B000F6PVXU,2.0737509347565473
1457B00B4UR08K,4.469414735586452
18525B000YADYXG,3.1063229156923553
21448B0012NV9NQ,4.9676662896657575
15140B00ROZAL1C,4.1482818160197
9650B003R0LM2U,4.4425505055032435
18219B007D17A52,4.354481714907661
11495B014N08G8K,3.6937371456480084
12135B000084F1Z,4.768897055050402
4288B000JZOQO2,4.270788970284556
18740B000QFRY76,4.055278666809859
19926B006ZTTSOE,3.812306279421298
1523B000ALY0OQ,4.497379370262585
9148B00OIAGTRQ,3.8033127253366596
20848B00106TAEU,3.837905102663736
7658B0057LAH6E,4.177703035286382
14513B013TKJ0T4,4.520456851606919
4088B002VS6PYE,4.4432155128240005
9878B0032G70FW,4.739102597001318
22016B004QM0OFE,4.49402186882854
13894B0032G6VUW,4.223778199987551
17039B00ZUC8B2M,4.323509461412726
3245B002X2NBNQ,4.876186026502059
20973B000HBAJ4Y,4.705617309832067
4919B0012NV9NQ,3.0539585454064886
8398B003SE31CO,4.575243599866875
5681B0002DHNWS,4.6724809893101185
6975B0009YD8OC,4.916579047622606
16951B00006IX59,5.0
12196B004E2H486,4.884752928596998
20804B0002X8HB4,3.751705978418578
18070B004RVOOAA,5.0
4725B0177ON508,4.581613180449134
3234B00P5P8V0Q,4.358585181359194
21706B000QOIX4U,4.5044688696176385
14500B00176EP66,4.9892255930359095
18248B0002BSMDE,4.5513642841494875
6525B0002DGJS2,4.5367967754166605
13731B0032G70FW,3.8461594920235695
15483B005AIPRJG,5.0
840B00TTDEU7S,4.304148330681211
5794B001J0C3OQ,5.0
8438B00176GKM8,4.4865263874448456
8099B00A755SKA,3.866106806835167
2798B0114BNXQ6,3.994198971768607
1495B0030V9HV4,4.7089194034128905
4415B001TL3DQW,4.2448604002634704
14885B013OASU6S,3.621866024925574
1929B0002I0LL8,4.987968063531477
10280B000MCZV28,4.42476444868862
10259B00JR99EHA,4.976772529909287
20932B003SE31CO,4.011994973774818
6764B000084F1Z,4.648718216037863
18238B000Y8UNF0,1.1800897073755494
9688B000N30PFY,5.0
15401B0002DHNWS,3.975291628636474
20106B003ZNXCE0,4.076619780536996
14538B00O6A9PKQ,4.920564492800392
6214B0052YFPWM,4.229551209889946
4771B000FPJ6QO,4.8128178554286265
15203B00KQGRIKI,4.578300921686992
18793B00HRQAL2C,4.701210353949128
13467B00BJLS55G,5.0
5043B0016W9NRM,5.0
14420B000NHWMGU,4.2059812293319085
9349B003TU0XG4,3.914838261525091
600B00ENL0JJO,4.705665922584718
16736B001B58L0O,2.7535050575880855
10992B000VJHCCY,3.1581207426286184
8000B0002DHXX2,3.7494525327468744
14253B005F9HEYQ,4.955566379817302
14046B001CQRZWC,4.828054889740829
17217B001P3PR5O,4.50758481738162
11548B000NWJEDO,3.069395238275895
19764B001AT9B8M,3.3315957813566293
16458B008Y527PE,4.59828281073543
17640B000WFKTWM,4.930605860494702
11737B000FJ7RAC,4.053016814070794
2387B00025640S,4.793262509606242
7049B00E5DEB5I,3.7339585740216186
8075B0010B6IFY,5.0
21705B0002HYB7O,3.352828042713621
14265B00HSJFOFC,4.897184747536559
7702B000X98CN0,4.841862869740896
21156B000084EEF,3.713606891850616
